VehicleID,EngineSize,Cylinders,FuelType,Weight,DriveType,CityMPG,HighwayMPG,CombinedMPG,PetrolConsumptionL_100km
3173,1.6,6,Petrol,2308,Rear-wheel Drive,33,26,29,8.24
3174,1.6,4,Hybrid,4194,Rear-wheel Drive,33,48,39,5.49
3175,1.3,8,Diesel,2577,Front-wheel Drive,29,32,30,7.75
3176,1.7,6,Diesel,4555,Front-wheel Drive,32,49,39,5.62
3177,3.7,4,Hybrid,2175,All-wheel Drive,18,33,24,9.86
3178,4.5,4,Petrol,4625,Rear-wheel Drive,13,47,28,8.61
3179,4.3,4,Petrol,4248,Front-wheel Drive,18,37,26,9.34
3180,3.7,3,Diesel,5089,Front-wheel Drive,21,33,26,8.77
3181,1.4,4,Hybrid,5407,Front-wheel Drive,13,42,26,9.34
3182,2.2,4,Petrol,3830,All-wheel Drive,26,46,35,6.82
3183,2.2,6,Petrol,5198,Front-wheel Drive,29,32,30,7.62
3184,2.0,4,Diesel,4760,All-wheel Drive,11,38,23,10.08
3185,3.1,3,Petrol,5563,Front-wheel Drive,31,27,29,8.46
3186,3.1,5,Petrol,5122,All-wheel Drive,22,23,22,10.81
3187,2.4,4,Petrol,3662,All-wheel Drive,24,28,25,9.19
3188,2.4,4,Hybrid,3174,Rear-wheel Drive,17,31,23,10.93
3189,4.3,4,Petrol,3184,All-wheel Drive,15,39,25,8.48
3190,4.2,4,Diesel,4235,All-wheel Drive,18,21,19,12.0
3191,2.2,8,Petrol,2229,Front-wheel Drive,31,48,38,5.74
3192,4.7,3,Petrol,5002,All-wheel Drive,20,23,21,10.62
3193,4.8,4,Hybrid,3633,Front-wheel Drive,32,40,35,6.47
3194,2.3,4,Petrol,3945,Rear-wheel Drive,21,43,30,8.63
3195,2.4,4,Petrol,5984,Front-wheel Drive,30,38,33,6.59
3196,3.0,4,Petrol,3204,Front-wheel Drive,33,28,30,8.01
3197,4.8,6,Diesel,2845,All-wheel Drive,11,28,18,13.18
3198,4.5,8,Petrol,5788,Front-wheel Drive,11,30,19,13.01
3199,1.4,4,Petrol,3493,Rear-wheel Drive,20,29,24,10.07
3200,2.6,4,Diesel,2426,Front-wheel Drive,17,22,19,12.8
3201,3.2,5,Petrol,3839,All-wheel Drive,15,27,20,12.67
3202,3.0,4,Petrol,5153,Front-wheel Drive,27,41,33,6.77
3203,1.8,4,Diesel,3427,Front-wheel Drive,31,30,30,7.79
3204,4.4,4,Petrol,2477,Front-wheel Drive,20,25,22,10.35
3205,3.7,4,Petrol,3954,All-wheel Drive,33,37,34,5.94
3206,4.4,4,Diesel,3056,Front-wheel Drive,15,27,20,10.97
3207,4.4,6,Hybrid,2749,Rear-wheel Drive,18,42,28,8.38
3208,4.0,6,Petrol,4640,All-wheel Drive,31,21,26,8.53
3209,2.8,4,Petrol,4914,Front-wheel Drive,23,39,30,7.46
3210,3.4,3,Diesel,5531,All-wheel Drive,28,24,26,9.61
3211,1.6,8,Petrol,2513,Front-wheel Drive,34,44,38,6.36
3212,3.7,4,Petrol,5489,All-wheel Drive,30,29,29,8.73
3213,1.7,6,Petrol,2331,All-wheel Drive,15,49,30,8.1
3214,3.8,3,Diesel,5673,Front-wheel Drive,29,37,32,7.5
3215,1.9,4,Petrol,5709,Rear-wheel Drive,28,31,29,8.72
3216,1.5,4,Diesel,3439,Rear-wheel Drive,19,47,31,7.56
3217,1.7,6,Diesel,2532,Rear-wheel Drive,23,42,31,7.78
3218,1.0,3,Petrol,4052,Front-wheel Drive,14,40,25,9.17
3219,3.9,4,Petrol,4331,All-wheel Drive,21,21,21,11.2
3220,3.9,4,Hybrid,5926,Front-wheel Drive,28,29,28,8.19
3221,3.1,6,Petrol,2303,All-wheel Drive,11,31,20,11.91
3222,1.6,8,Petrol,4911,Front-wheel Drive,24,38,30,7.18
3223,1.3,8,Diesel,5268,All-wheel Drive,15,24,19,12.22
3224,1.1,8,Petrol,3277,Front-wheel Drive,17,29,22,11.05
3225,1.7,3,Petrol,2866,All-wheel Drive,23,20,21,10.59
3226,4.6,3,Petrol,5833,Rear-wheel Drive,12,26,18,13.32
3227,2.0,4,Petrol,4885,Rear-wheel Drive,15,20,17,14.34
3228,2.4,4,Petrol,3618,Front-wheel Drive,20,41,29,8.83
3229,1.4,6,Diesel,5819,Rear-wheel Drive,18,47,31,6.96
3230,1.9,6,Hybrid,4215,Front-wheel Drive,26,41,32,7.09
3231,3.1,4,Petrol,4053,Front-wheel Drive,28,36,31,7.95
3232,3.4,5,Petrol,2141,Front-wheel Drive,11,31,20,11.47
3233,2.0,8,Petrol,2374,All-wheel Drive,17,26,21,10.84
3234,1.2,4,Petrol,3148,Rear-wheel Drive,34,27,30,7.82
3235,2.6,4,Petrol,5394,Rear-wheel Drive,19,22,20,11.56
3236,1.9,4,Petrol,4442,All-wheel Drive,31,34,32,7.57
3237,1.9,4,Hybrid,3190,Rear-wheel Drive,12,31,20,11.37
3238,4.8,4,Petrol,3704,Rear-wheel Drive,19,45,30,7.67
3239,3.5,4,Petrol,3047,Rear-wheel Drive,33,36,34,6.92
3240,3.2,3,Petrol,3706,Front-wheel Drive,32,21,27,8.56
3241,2.7,8,Petrol,4156,Front-wheel Drive,11,36,22,10.24
3242,2.7,4,Diesel,4257,All-wheel Drive,16,44,28,7.71
3243,3.2,4,Petrol,4654,All-wheel Drive,10,23,15,15.9
3244,3.8,8,Hybrid,3225,Rear-wheel Drive,33,26,29,7.87
3245,3.8,4,Petrol,3433,Front-wheel Drive,21,34,26,9.08
3246,1.7,4,Diesel,4844,Rear-wheel Drive,14,40,25,8.76
3247,3.0,6,Hybrid,4049,Front-wheel Drive,18,44,29,8.52
3248,2.6,4,Petrol,3821,Front-wheel Drive,21,35,27,8.68
3249,4.5,6,Petrol,4790,Front-wheel Drive,20,44,30,7.6
3250,3.5,4,Diesel,4813,Front-wheel Drive,21,25,22,11.5
3251,3.1,3,Petrol,3134,Front-wheel Drive,12,24,17,13.5
3252,1.5,4,Diesel,5657,Rear-wheel Drive,21,45,31,7.79
3253,3.4,4,Petrol,4123,Front-wheel Drive,32,35,33,7.26
3254,1.5,6,Petrol,4259,Front-wheel Drive,33,20,27,8.4
3255,2.3,5,Petrol,3976,Front-wheel Drive,10,34,20,11.71
3256,1.6,8,Hybrid,5701,Rear-wheel Drive,15,39,25,9.48
3257,3.8,6,Petrol,3256,All-wheel Drive,20,24,21,11.43
3258,1.8,4,Petrol,4234,Rear-wheel Drive,11,32,20,11.72
3259,2.6,6,Petrol,3298,All-wheel Drive,17,33,24,9.86
3260,4.6,5,Petrol,4357,All-wheel Drive,31,44,36,6.67
3261,1.8,5,Petrol,5013,Rear-wheel Drive,20,21,20,10.62
3262,3.0,6,Petrol,2887,All-wheel Drive,21,21,21,10.97
3263,2.7,4,Diesel,5734,Front-wheel Drive,28,38,32,7.41
3264,1.1,4,Diesel,2210,Front-wheel Drive,29,38,33,5.9
3265,4.2,5,Petrol,4398,All-wheel Drive,32,31,31,7.65
3266,1.3,4,Petrol,3824,Front-wheel Drive,18,42,28,9.39
3267,2.9,4,Petrol,4369,Rear-wheel Drive,20,49,33,7.5
3268,3.2,5,Diesel,2206,Front-wheel Drive,27,36,31,7.19
3269,3.5,4,Petrol,5978,Front-wheel Drive,18,21,19,13.49
3270,3.8,3,Petrol,3113,Front-wheel Drive,24,30,26,8.33
3271,2.0,3,Petrol,4705,Rear-wheel Drive,31,36,33,6.85
3272,1.0,5,Diesel,2064,Front-wheel Drive,27,33,29,8.77
3273,3.9,4,Hybrid,4463,All-wheel Drive,17,28,21,11.21
3274,3.1,6,Petrol,3022,All-wheel Drive,13,45,27,9.1
3275,4.3,4,Petrol,3923,Front-wheel Drive,22,44,31,8.1
3276,4.3,4,Petrol,5669,Rear-wheel Drive,24,48,34,7.33
3277,4.4,4,Petrol,3315,Rear-wheel Drive,17,38,26,8.38
3278,2.9,5,Petrol,4524,Rear-wheel Drive,25,47,34,6.54
3279,2.3,4,Hybrid,4042,Rear-wheel Drive,20,38,28,8.29
3280,4.2,8,Petrol,3464,Rear-wheel Drive,32,20,26,9.31
3281,2.8,8,Diesel,2369,All-wheel Drive,32,24,28,8.39
3282,1.7,6,Petrol,4720,All-wheel Drive,22,38,29,7.61
3283,4.4,8,Diesel,4790,Front-wheel Drive,16,21,18,12.79
3284,4.5,4,Petrol,4701,Rear-wheel Drive,27,48,36,6.94
3285,2.9,4,Petrol,2431,Front-wheel Drive,17,33,24,8.67
3286,1.3,6,Hybrid,4286,Front-wheel Drive,11,38,23,10.18
3287,2.6,5,Petrol,2292,All-wheel Drive,12,43,25,9.88
3288,4.2,6,Petrol,4284,Front-wheel Drive,19,27,22,11.26
3289,4.6,6,Diesel,4692,Front-wheel Drive,16,36,25,8.48
3290,1.8,8,Petrol,3841,Rear-wheel Drive,32,21,27,8.32
3291,1.3,4,Petrol,2700,All-wheel Drive,16,36,25,10.27
3292,4.5,6,Diesel,3749,All-wheel Drive,13,27,19,11.62
3293,2.6,5,Hybrid,2324,All-wheel Drive,30,33,31,7.81
3294,3.2,5,Diesel,5940,All-wheel Drive,32,36,33,7.6
3295,4.9,4,Petrol,4469,All-wheel Drive,17,25,20,12.11
3296,1.3,6,Diesel,2429,Rear-wheel Drive,28,45,35,6.98
3297,3.6,8,Diesel,2353,Rear-wheel Drive,31,48,38,6.19
3298,1.3,4,Diesel,3678,All-wheel Drive,21,30,25,9.5
3299,2.5,5,Diesel,3519,All-wheel Drive,34,27,30,7.36
3300,4.2,4,Petrol,2292,Front-wheel Drive,19,32,24,9.85
3301,2.7,8,Petrol,4842,Front-wheel Drive,23,27,24,10.36
3302,5.0,4,Diesel,4671,Front-wheel Drive,21,26,23,9.44
3303,3.2,4,Hybrid,3280,Rear-wheel Drive,30,43,35,6.55
3304,2.3,4,Petrol,3436,Rear-wheel Drive,29,43,35,6.32
3305,1.9,5,Hybrid,2380,Front-wheel Drive,34,49,40,6.42
3306,2.4,3,Hybrid,3223,All-wheel Drive,13,45,27,8.45
3307,2.5,5,Hybrid,2224,Rear-wheel Drive,28,49,37,7.53
3308,1.3,8,Hybrid,2902,Front-wheel Drive,16,22,18,13.88
3309,2.5,6,Diesel,3820,Front-wheel Drive,30,21,25,8.92
3310,2.9,3,Diesel,2670,Front-wheel Drive,10,31,19,11.81
3311,3.9,8,Diesel,3317,Front-wheel Drive,17,23,19,13.04
3312,3.6,5,Petrol,4567,Front-wheel Drive,20,24,21,11.1
3313,3.8,4,Petrol,2606,Front-wheel Drive,10,35,21,10.63
3314,1.0,3,Petrol,4724,All-wheel Drive,34,21,28,7.81
3315,1.9,4,Petrol,2442,All-wheel Drive,10,46,26,9.64
3316,3.6,6,Petrol,4766,Rear-wheel Drive,13,43,26,9.17
3317,2.9,3,Hybrid,2181,Rear-wheel Drive,13,43,26,8.51
3318,1.0,4,Diesel,5571,Front-wheel Drive,20,32,25,9.42
3319,4.2,6,Petrol,2441,Front-wheel Drive,34,47,39,6.0
3320,4.1,4,Diesel,4655,All-wheel Drive,10,23,15,16.11
3321,3.2,6,Petrol,3305,Front-wheel Drive,19,47,31,7.16
3322,1.3,6,Petrol,2943,All-wheel Drive,34,24,29,7.74
3323,4.1,3,Diesel,5184,All-wheel Drive,13,46,27,8.46
3324,3.3,6,Petrol,2266,Front-wheel Drive,32,31,31,7.8
3325,4.1,4,Diesel,5606,Front-wheel Drive,34,34,34,6.28
3326,4.0,4,Petrol,4977,Rear-wheel Drive,16,24,19,12.78
3327,4.2,5,Petrol,2800,Front-wheel Drive,11,24,16,14.51
3328,3.1,4,Diesel,4512,Rear-wheel Drive,31,35,32,7.88
3329,1.6,8,Petrol,2992,Front-wheel Drive,22,44,31,7.03
3330,3.7,4,Hybrid,3409,Rear-wheel Drive,31,28,29,8.0
3331,3.5,3,Petrol,4555,Front-wheel Drive,28,34,30,7.58
3332,4.0,8,Petrol,4160,Front-wheel Drive,13,49,29,9.24
3333,1.7,4,Hybrid,5388,Front-wheel Drive,15,46,28,8.44
3334,1.8,5,Hybrid,4179,All-wheel Drive,31,23,27,8.17
3335,4.6,4,Petrol,5595,Rear-wheel Drive,26,36,30,6.91
3336,4.0,6,Petrol,2924,All-wheel Drive,33,43,37,6.54
3337,4.6,3,Diesel,5817,Front-wheel Drive,18,46,30,7.47
3338,4.0,4,Petrol,4025,All-wheel Drive,11,20,15,15.15
3339,3.4,4,Petrol,3774,Rear-wheel Drive,29,35,31,7.92
3340,3.6,3,Diesel,2874,Front-wheel Drive,15,42,27,8.63
3341,4.6,6,Petrol,4150,Rear-wheel Drive,27,47,36,6.62
3342,3.3,4,Petrol,2681,Rear-wheel Drive,32,48,39,6.06
3343,3.5,4,Petrol,5026,Front-wheel Drive,31,39,34,6.81
3344,1.6,3,Hybrid,5256,Rear-wheel Drive,33,36,34,7.53
3345,2.9,6,Diesel,3969,All-wheel Drive,24,23,23,9.27
3346,3.9,6,Diesel,4113,Front-wheel Drive,32,42,36,5.68
3347,2.1,4,Petrol,4182,All-wheel Drive,25,32,28,8.11
3348,1.8,4,Petrol,5196,Rear-wheel Drive,10,27,17,14.0
3349,2.3,4,Petrol,2056,Front-wheel Drive,19,37,27,9.02
3350,2.0,5,Petrol,3325,Front-wheel Drive,19,32,24,9.05
3351,1.9,3,Petrol,2789,All-wheel Drive,30,28,29,8.7
3352,2.7,4,Petrol,2906,Front-wheel Drive,15,24,19,13.45
3353,4.6,5,Diesel,3952,Front-wheel Drive,32,49,39,6.2
3354,3.0,8,Diesel,2693,Front-wheel Drive,13,30,20,11.5
3355,1.8,4,Petrol,3683,All-wheel Drive,23,47,33,7.63
3356,1.3,6,Diesel,5844,Rear-wheel Drive,34,33,33,7.71
3357,3.8,4,Diesel,5907,Front-wheel Drive,26,43,33,6.97
3358,2.5,8,Petrol,5085,All-wheel Drive,12,37,23,10.01
3359,4.3,4,Petrol,4946,Rear-wheel Drive,11,37,22,10.67
3360,3.6,4,Diesel,4673,All-wheel Drive,27,39,32,7.79
3361,4.2,6,Petrol,2465,Rear-wheel Drive,26,35,30,8.35
3362,2.1,3,Petrol,3023,Rear-wheel Drive,22,23,22,10.58
3363,3.8,4,Petrol,3465,Front-wheel Drive,28,38,32,7.78
3364,2.1,3,Petrol,2026,Front-wheel Drive,19,24,21,10.93
3365,4.8,6,Hybrid,2771,All-wheel Drive,30,21,25,10.44
3366,3.5,3,Diesel,3407,Front-wheel Drive,31,36,33,6.63
3367,2.3,6,Petrol,4367,All-wheel Drive,33,47,39,6.38
3368,2.1,4,Hybrid,2218,All-wheel Drive,13,23,17,13.73
3369,1.8,3,Diesel,5803,All-wheel Drive,26,25,25,9.31
3370,3.8,4,Diesel,3877,Rear-wheel Drive,25,49,35,6.58
3371,1.9,4,Petrol,3193,Front-wheel Drive,34,41,37,6.03
3372,3.4,5,Petrol,3436,Front-wheel Drive,28,37,32,6.95
3373,2.1,5,Petrol,3615,Front-wheel Drive,33,25,29,7.6
3374,3.6,4,Petrol,4466,All-wheel Drive,23,39,30,7.78
3375,4.3,3,Petrol,5858,All-wheel Drive,29,45,36,6.57
3376,4.1,5,Petrol,5187,Rear-wheel Drive,24,34,28,8.14
3377,4.0,6,Petrol,4653,Front-wheel Drive,28,20,24,8.73
3378,1.8,6,Petrol,3998,All-wheel Drive,12,36,22,10.7
3379,1.4,6,Diesel,4116,All-wheel Drive,29,21,25,9.33
3380,3.8,4,Petrol,3310,Front-wheel Drive,29,23,26,9.53
3381,2.5,6,Diesel,4730,All-wheel Drive,25,43,33,7.07
3382,2.7,4,Diesel,5678,Front-wheel Drive,16,22,18,13.23
3383,1.1,3,Petrol,5016,Front-wheel Drive,27,46,35,7.31
3384,2.0,6,Petrol,4508,Front-wheel Drive,17,40,27,9.7
3385,1.1,8,Hybrid,3002,All-wheel Drive,23,22,22,10.68
3386,4.5,5,Petrol,2148,Front-wheel Drive,27,43,34,6.29
3387,2.0,4,Diesel,3901,Rear-wheel Drive,10,33,20,12.47
3388,3.2,4,Diesel,3758,Front-wheel Drive,33,39,35,5.02
3389,1.2,4,Petrol,4240,Rear-wheel Drive,29,46,36,6.01
3390,3.7,6,Petrol,5304,Front-wheel Drive,15,27,20,11.36
3391,2.3,4,Petrol,3740,All-wheel Drive,22,48,33,7.5
3392,4.6,6,Diesel,2161,Rear-wheel Drive,10,27,17,13.76
3393,4.6,4,Diesel,3980,All-wheel Drive,28,28,28,7.83
3394,2.3,6,Hybrid,3571,Rear-wheel Drive,16,37,25,10.66
3395,4.6,8,Petrol,5023,Front-wheel Drive,32,46,38,6.0
3396,5.0,4,Petrol,3481,Rear-wheel Drive,33,45,38,5.62
3397,4.3,4,Petrol,4789,Front-wheel Drive,25,26,25,8.8
3398,4.4,6,Hybrid,2552,All-wheel Drive,23,29,25,8.8
3399,2.0,4,Petrol,4209,Front-wheel Drive,11,49,28,8.42
3400,3.3,5,Petrol,4200,Front-wheel Drive,16,49,30,7.59
3401,1.3,5,Hybrid,5512,Rear-wheel Drive,29,20,24,9.54
3402,1.4,4,Petrol,2320,Front-wheel Drive,31,48,38,6.25
3403,5.0,6,Petrol,5147,Front-wheel Drive,29,23,26,8.94
3404,2.3,4,Petrol,2379,Rear-wheel Drive,24,39,30,7.99
3405,4.0,8,Petrol,4810,Front-wheel Drive,34,23,29,7.96
3406,4.2,4,Hybrid,4837,Front-wheel Drive,23,42,31,7.43
3407,4.4,6,Petrol,3723,Rear-wheel Drive,10,48,27,8.31
3408,5.0,4,Petrol,5509,Front-wheel Drive,26,33,29,8.04
3409,2.0,4,Petrol,5960,Rear-wheel Drive,25,24,24,10.07
3410,1.2,4,Petrol,3813,Rear-wheel Drive,14,24,18,13.55
3411,2.6,6,Petrol,2700,All-wheel Drive,30,38,33,7.17
3412,1.5,4,Petrol,3149,All-wheel Drive,33,45,38,4.49
3413,1.1,6,Diesel,4799,Front-wheel Drive,32,40,35,7.52
3414,2.4,4,Petrol,5777,All-wheel Drive,12,24,17,13.49
3415,4.1,5,Diesel,4988,All-wheel Drive,33,43,37,6.4
3416,3.3,6,Petrol,3223,Rear-wheel Drive,29,30,29,8.41
3417,2.3,4,Diesel,3248,Rear-wheel Drive,28,21,24,10.27
3418,3.6,4,Petrol,2580,All-wheel Drive,11,34,21,12.54
3419,1.9,4,Petrol,5263,Rear-wheel Drive,34,33,33,7.25
3420,1.1,4,Hybrid,3545,Rear-wheel Drive,23,33,27,9.07
3421,4.1,4,Petrol,3802,Rear-wheel Drive,32,27,29,8.22
3422,3.5,5,Petrol,3269,Front-wheel Drive,30,39,34,7.42
3423,4.0,4,Petrol,4013,Rear-wheel Drive,34,44,38,6.7
3424,1.2,6,Petrol,2411,Front-wheel Drive,28,27,27,9.36
3425,4.3,8,Petrol,3796,Front-wheel Drive,22,24,22,10.14
3426,3.5,4,Petrol,3547,All-wheel Drive,22,24,22,10.6
3427,3.3,5,Diesel,4603,Front-wheel Drive,15,44,28,8.91
3428,3.5,3,Diesel,4668,Rear-wheel Drive,33,48,39,5.92
3429,4.5,6,Diesel,2348,Front-wheel Drive,18,33,24,10.03
3430,3.3,4,Petrol,5161,Front-wheel Drive,29,24,26,9.13
3431,3.3,5,Petrol,2988,Rear-wheel Drive,10,48,27,8.6
3432,5.0,8,Diesel,3820,All-wheel Drive,33,28,30,6.95
3433,4.0,4,Petrol,3485,All-wheel Drive,19,41,28,8.1
3434,2.8,6,Diesel,3315,All-wheel Drive,12,46,27,8.91
3435,3.8,4,Petrol,5362,All-wheel Drive,15,30,21,11.32
3436,2.6,3,Petrol,2368,All-wheel Drive,25,36,29,7.92
3437,1.9,6,Diesel,3287,Rear-wheel Drive,29,46,36,6.41
3438,3.4,3,Diesel,3295,Front-wheel Drive,15,31,22,11.73
3439,4.7,6,Diesel,5882,All-wheel Drive,21,31,25,9.5
3440,4.7,3,Diesel,4116,All-wheel Drive,12,43,25,9.1
3441,2.4,6,Diesel,4191,Rear-wheel Drive,32,35,33,6.51
3442,3.1,4,Petrol,4103,Front-wheel Drive,27,49,36,7.05
3443,1.8,4,Hybrid,3576,Front-wheel Drive,30,20,25,9.41
3444,5.0,4,Diesel,5148,Rear-wheel Drive,12,37,23,9.79
3445,4.9,4,Diesel,2519,Rear-wheel Drive,14,25,18,12.13
3446,3.6,4,Petrol,3333,Front-wheel Drive,28,24,26,8.99
3447,4.2,4,Hybrid,4137,All-wheel Drive,34,37,35,7.73
3448,3.9,4,Petrol,4423,Rear-wheel Drive,33,32,32,7.94
3449,3.4,4,Petrol,5972,Rear-wheel Drive,27,25,26,8.8
3450,1.2,4,Petrol,4824,Rear-wheel Drive,17,26,21,11.45
3451,2.8,4,Petrol,5045,Front-wheel Drive,33,22,28,7.68
3452,3.7,4,Petrol,5265,All-wheel Drive,19,30,23,10.13
3453,3.7,8,Diesel,3606,Front-wheel Drive,28,27,27,8.72
3454,2.5,4,Diesel,3821,All-wheel Drive,19,23,20,11.08
3455,4.8,4,Petrol,4384,Front-wheel Drive,30,29,29,7.66
3456,1.7,4,Diesel,4553,Front-wheel Drive,11,28,18,12.72
3457,3.0,6,Petrol,4155,Rear-wheel Drive,19,42,29,8.31
3458,3.8,3,Petrol,4654,Front-wheel Drive,31,32,31,7.72
3459,3.8,5,Petrol,2510,All-wheel Drive,27,38,31,7.13
3460,3.6,4,Diesel,4368,All-wheel Drive,13,49,29,8.42
3461,2.1,4,Petrol,3499,All-wheel Drive,12,34,21,11.21
3462,1.6,6,Petrol,4333,All-wheel Drive,26,24,25,10.28
3463,3.5,4,Petrol,4862,All-wheel Drive,33,44,37,5.73
3464,3.4,4,Diesel,5422,Rear-wheel Drive,33,32,32,8.16
3465,1.7,6,Diesel,2855,All-wheel Drive,26,31,28,8.16
3466,3.8,5,Petrol,3950,Front-wheel Drive,31,28,29,8.9
3467,2.8,6,Petrol,5316,Front-wheel Drive,21,43,30,8.16
3468,3.7,5,Diesel,2586,Front-wheel Drive,26,27,26,8.37
3469,4.3,6,Diesel,2361,Front-wheel Drive,22,28,24,9.87
3470,1.7,6,Petrol,3359,Front-wheel Drive,18,40,27,9.44
3471,1.1,3,Diesel,3672,Rear-wheel Drive,10,32,19,12.01
3472,4.1,6,Hybrid,4269,All-wheel Drive,24,46,33,7.72
3473,3.4,5,Petrol,2715,Rear-wheel Drive,28,48,37,6.95
3474,3.8,3,Petrol,4485,Rear-wheel Drive,18,28,22,11.47
3475,4.4,4,Petrol,3006,All-wheel Drive,26,25,25,9.68
3476,4.2,3,Diesel,2572,All-wheel Drive,24,48,34,6.55
3477,4.8,6,Petrol,4495,Rear-wheel Drive,11,49,28,8.76
3478,3.1,4,Petrol,3888,Front-wheel Drive,13,25,18,13.67
3479,3.0,8,Diesel,5333,Rear-wheel Drive,16,30,22,11.11
3480,2.6,4,Diesel,2300,Rear-wheel Drive,17,29,22,9.6
3481,1.6,5,Petrol,5648,Front-wheel Drive,10,33,20,11.87
3482,3.3,4,Petrol,2972,Front-wheel Drive,10,47,26,9.41
3483,2.1,5,Petrol,4596,Front-wheel Drive,14,25,18,13.83
3484,4.7,6,Diesel,2994,All-wheel Drive,17,26,21,10.42
3485,3.3,6,Diesel,3003,Front-wheel Drive,10,28,18,12.52
3486,3.4,6,Petrol,3881,Rear-wheel Drive,12,22,16,14.67
3487,2.4,6,Petrol,5305,All-wheel Drive,31,31,31,8.86
3488,1.2,3,Diesel,5272,All-wheel Drive,26,35,30,8.23
3489,1.1,4,Petrol,5472,Rear-wheel Drive,12,32,21,10.84
3490,2.7,5,Diesel,2613,Rear-wheel Drive,10,25,16,14.68
3491,1.3,4,Petrol,3133,Front-wheel Drive,13,32,21,11.56
3492,3.4,4,Diesel,5992,Rear-wheel Drive,18,45,30,8.01
3493,4.5,4,Petrol,4609,Rear-wheel Drive,22,24,22,10.81
3494,4.5,4,Petrol,2507,Front-wheel Drive,14,23,18,12.85
3495,3.6,4,Petrol,2890,Front-wheel Drive,23,27,24,9.61
3496,1.8,6,Diesel,4886,All-wheel Drive,28,22,25,9.59
3497,4.5,4,Petrol,4024,Front-wheel Drive,32,21,27,9.03
3498,4.5,3,Petrol,5950,All-wheel Drive,23,39,30,6.94
3499,1.8,3,Hybrid,4846,Front-wheel Drive,31,38,34,6.83
3500,3.9,6,Hybrid,3695,Front-wheel Drive,34,26,30,8.5
3501,2.1,8,Hybrid,2882,Rear-wheel Drive,13,31,21,12.29
3502,4.2,5,Petrol,2815,Front-wheel Drive,13,48,28,8.83
3503,5.0,4,Diesel,5282,Rear-wheel Drive,18,23,20,12.05
3504,1.1,8,Petrol,2498,Rear-wheel Drive,11,29,19,12.96
3505,4.6,5,Petrol,3680,All-wheel Drive,19,47,31,7.77
3506,3.5,6,Petrol,5260,All-wheel Drive,27,28,27,8.13
3507,4.9,6,Petrol,5256,All-wheel Drive,34,48,40,5.72
3508,2.9,4,Petrol,3336,Front-wheel Drive,16,31,22,9.98
3509,4.4,4,Petrol,2453,Front-wheel Drive,30,30,30,8.29
3510,1.2,4,Diesel,2984,Front-wheel Drive,23,40,30,6.84
3511,2.3,4,Petrol,2248,All-wheel Drive,30,49,38,6.35
3512,1.3,6,Petrol,3696,Rear-wheel Drive,34,38,35,6.94
3513,4.9,6,Petrol,2658,Front-wheel Drive,24,21,22,10.68
3514,4.3,6,Hybrid,4830,Rear-wheel Drive,19,25,21,9.83
3515,4.4,4,Petrol,2674,All-wheel Drive,14,49,29,7.4
3516,4.8,3,Petrol,2688,All-wheel Drive,34,25,29,8.18
3517,1.3,3,Petrol,4277,All-wheel Drive,17,20,18,13.47
3518,2.5,4,Diesel,3699,All-wheel Drive,31,26,28,8.4
3519,1.3,4,Petrol,2223,All-wheel Drive,30,31,30,8.51
3520,1.8,5,Petrol,3759,All-wheel Drive,14,40,25,9.68
3521,1.9,3,Petrol,5815,Rear-wheel Drive,14,42,26,9.06
3522,2.9,8,Diesel,2053,Rear-wheel Drive,23,31,26,9.03
3523,2.1,4,Petrol,3059,All-wheel Drive,10,39,23,9.89
3524,1.4,6,Diesel,3588,Front-wheel Drive,14,40,25,10.62
3525,1.7,4,Petrol,2699,Rear-wheel Drive,28,42,34,7.33
3526,1.6,4,Hybrid,4529,All-wheel Drive,31,25,28,8.6
3527,4.9,6,Petrol,2585,All-wheel Drive,34,33,33,7.07
3528,4.0,6,Diesel,5371,All-wheel Drive,21,36,27,8.81
3529,4.9,4,Petrol,2288,All-wheel Drive,24,36,29,7.15
3530,2.8,4,Petrol,3451,Rear-wheel Drive,12,37,23,10.25
3531,2.1,3,Petrol,2310,Front-wheel Drive,10,32,19,12.36
3532,4.2,5,Diesel,4505,All-wheel Drive,33,32,32,6.0
3533,2.3,8,Hybrid,3579,Front-wheel Drive,21,46,32,8.02
3534,2.2,3,Petrol,4098,Front-wheel Drive,22,30,25,9.56
3535,1.9,4,Diesel,3532,Front-wheel Drive,23,22,22,10.78
3536,1.5,8,Petrol,3122,Front-wheel Drive,34,36,34,6.57
3537,2.0,4,Hybrid,2341,Rear-wheel Drive,19,45,30,8.55
3538,2.4,5,Petrol,2562,All-wheel Drive,29,21,25,9.6
3539,3.7,4,Petrol,2982,All-wheel Drive,23,49,34,6.39
3540,1.3,4,Petrol,5718,Front-wheel Drive,23,47,33,6.45
3541,1.8,4,Diesel,5796,All-wheel Drive,22,21,21,10.68
3542,4.2,4,Diesel,3408,All-wheel Drive,30,26,28,8.17
3543,1.6,3,Petrol,5724,Front-wheel Drive,12,46,27,8.41
3544,2.4,6,Petrol,2456,Rear-wheel Drive,33,48,39,5.74
3545,4.5,6,Petrol,3327,Rear-wheel Drive,28,47,36,6.74
3546,1.6,5,Petrol,3918,Rear-wheel Drive,29,41,34,6.65
3547,1.3,5,Petrol,3649,All-wheel Drive,19,44,30,8.46
