HouseID,Price,SquareFeet,Bedrooms,Bathrooms,GarageSize,YearBuilt,LotSize,Stories,Fireplaces,Pool,Basement,RoofType,HeatingType,Cooling,Neighborhood,Condition,Renovated,DistanceToCityCenter,SchoolRating,Age
6888,559800.0,2777,5,2.9,0,1974,4074,2,1,1,0,Metal,ForcedAir,1,Urban,Very Good,0,20.7,1,51
6889,688000.0,3563,2,1.5,2,1975,13904,1,0,0,0,Flat,HeatPump,1,Rural,Good,0,4.9,9,50
6890,922900.0,4805,6,2.1,3,1971,11800,1,0,0,1,Metal,Baseboard,1,Rural,Fair,1,8.7,5,54
6891,790100.0,4041,6,1.5,1,1968,15973,2,0,0,1,Tile,ForcedAir,1,Urban,Good,0,28.0,7,57
6892,755000.0,3857,4,2.2,3,1959,16334,2,1,0,1,Flat,Baseboard,0,Suburban,Fair,1,13.5,10,66
6893,389200.0,1350,2,2.7,0,1991,9317,1,2,1,1,Tile,HeatPump,1,Rural,Good,1,24.2,8,34
6894,549500.0,2387,5,2.3,1,1980,11140,1,1,0,1,Flat,Radiant,1,Urban,Good,1,7.2,2,45
6895,562600.0,2622,5,2.8,3,1980,16971,1,1,0,1,Flat,Radiant,1,Rural,Poor,0,12.4,6,45
6896,822000.0,4017,4,2.5,3,1985,19857,2,0,0,1,Flat,HeatPump,1,Urban,Good,0,27.5,6,40
6897,765000.0,4296,1,2.0,1,2015,19605,2,0,0,1,Shingle,ForcedAir,1,Rural,Good,0,3.1,2,10
6898,383100.0,1512,1,1.4,3,1981,12096,2,0,0,1,Tile,ForcedAir,1,Urban,Very Good,0,25.0,4,44
6899,653600.0,2975,6,1.8,0,2016,15660,1,1,0,0,Flat,ForcedAir,0,Urban,Poor,1,26.7,8,9
6900,889800.0,4872,3,1.6,2,2012,18694,1,1,0,1,Shingle,ForcedAir,0,Urban,Good,0,5.4,1,13
6901,853400.0,4649,4,3.1,0,1972,15520,2,0,0,0,Shingle,HeatPump,1,Urban,Good,0,9.1,6,53
6902,744400.0,3233,3,3.5,3,1999,8254,2,2,0,1,Flat,Baseboard,1,Urban,Very Good,1,29.6,8,26
6903,852000.0,4101,6,3.2,1,2014,11515,2,0,1,0,Flat,Radiant,1,Suburban,Very Good,0,20.5,8,11
6904,395300.0,1070,4,2.9,1,2018,12276,1,1,0,1,Tile,Baseboard,0,Urban,Good,1,18.3,6,7
6905,616200.0,2594,5,1.9,1,1993,8595,1,1,0,1,Metal,Baseboard,1,Rural,Very Good,1,12.6,6,32
6906,700600.0,3262,4,3.1,3,2007,15828,2,1,0,1,Metal,ForcedAir,0,Urban,Poor,0,16.3,10,18
6907,846200.0,4194,2,2.8,1,2006,14987,2,1,0,1,Metal,HeatPump,0,Suburban,Very Good,1,20.3,9,19
6908,486100.0,1879,3,1.1,0,1986,8295,2,2,1,1,Flat,Radiant,1,Suburban,Good,1,21.6,3,39
6909,701100.0,3678,4,3.7,0,2014,7545,2,0,0,1,Shingle,Radiant,1,Urban,Fair,0,29.7,2,11
6910,366500.0,1403,3,1.2,3,1967,15041,2,0,0,1,Metal,HeatPump,1,Suburban,Good,0,25.2,7,58
6911,486500.0,2385,6,2.5,0,1954,8959,2,2,0,0,Flat,ForcedAir,1,Urban,Poor,0,26.7,8,71
6912,771600.0,3857,4,2.5,0,1975,13233,1,2,0,1,Flat,Baseboard,1,Urban,Fair,0,9.1,4,50
6913,806500.0,4785,1,3.5,1,1982,5705,1,1,0,0,Tile,Baseboard,0,Suburban,Good,0,8.3,1,43
6914,539700.0,2195,3,3.7,2,1991,10933,2,2,0,1,Flat,ForcedAir,1,Suburban,Very Good,1,12.7,1,34
6915,886000.0,4488,5,3.8,0,1976,15506,1,1,0,1,Metal,HeatPump,1,Urban,Very Good,0,9.5,8,49
6916,376000.0,1399,5,2.7,3,2003,15071,2,0,1,0,Flat,ForcedAir,1,Rural,Fair,0,10.8,2,22
6917,319500.0,1313,4,3.0,1,1973,17772,2,0,0,1,Tile,Baseboard,1,Rural,Good,0,19.5,1,52
6918,450800.0,1866,5,1.3,0,1952,19609,3,1,0,1,Flat,Radiant,1,Rural,Fair,1,19.7,10,73
6919,771900.0,3686,5,2.5,3,1988,5129,3,0,0,0,Flat,ForcedAir,1,Suburban,Excellent,1,16.1,3,37
6920,723300.0,3453,3,3.7,3,2020,4524,1,1,0,0,Metal,Radiant,1,Rural,Fair,1,19.1,2,5
6921,457700.0,1888,4,2.4,1,1961,16332,2,0,0,1,Metal,Radiant,1,Rural,Fair,0,27.2,4,64
6922,676600.0,3314,3,1.2,3,1982,7990,2,2,0,1,Flat,ForcedAir,1,Urban,Good,0,14.1,10,43
6923,840600.0,4769,4,1.6,2,1971,10813,1,1,0,1,Shingle,ForcedAir,1,Suburban,Good,1,18.1,3,54
6924,802100.0,4084,5,2.3,2,1984,15333,1,1,0,1,Shingle,Radiant,1,Suburban,Poor,0,14.8,8,41
6925,573100.0,2996,4,1.7,0,1963,3518,1,0,0,1,Flat,ForcedAir,0,Suburban,Very Good,0,7.2,4,62
6926,953000.0,4983,6,2.2,2,1975,5904,2,1,0,1,Metal,HeatPump,1,Rural,Good,0,28.1,10,50
6927,470700.0,1589,4,2.0,1,2003,6868,2,0,1,1,Shingle,Baseboard,1,Suburban,Fair,1,10.2,8,22
6928,790600.0,4275,2,2.0,1,1990,5546,3,1,0,0,Shingle,ForcedAir,1,Suburban,Good,1,5.7,6,35
6929,723200.0,3953,4,1.3,0,1994,13126,1,1,0,0,Flat,Radiant,1,Suburban,Fair,0,22.0,2,31
6930,529200.0,2464,2,3.6,2,1980,8547,2,0,1,0,Tile,Baseboard,1,Suburban,Good,1,15.1,1,45
6931,575500.0,2109,3,3.1,3,2018,15290,2,1,0,1,Metal,ForcedAir,1,Rural,Good,0,21.0,7,7
6932,478300.0,1664,2,2.9,3,1966,14630,1,0,0,1,Shingle,HeatPump,1,Suburban,Excellent,1,9.5,8,59
6933,934800.0,4663,3,2.8,2,2009,6476,2,0,0,0,Shingle,HeatPump,1,Rural,Good,0,28.3,8,16
6934,793900.0,4163,4,2.2,1,1953,19983,2,0,0,1,Tile,Baseboard,1,Rural,Good,0,27.6,10,72
6935,823600.0,4324,3,3.5,1,1959,2797,1,0,0,1,Shingle,HeatPump,1,Suburban,Excellent,0,22.6,10,66
6936,906400.0,4586,5,3.8,1,1958,6291,3,2,0,1,Metal,HeatPump,1,Rural,Good,0,15.1,10,67
6937,310400.0,823,6,1.0,1,2010,7510,1,0,0,1,Flat,HeatPump,1,Urban,Fair,0,7.9,2,15
6938,752600.0,3803,4,1.2,2,1971,3980,1,2,0,1,Shingle,ForcedAir,1,Urban,Good,0,27.3,8,54
6939,297000.0,1110,2,3.0,0,1970,14412,2,1,0,1,Shingle,HeatPump,1,Urban,Very Good,0,9.8,1,55
6940,508700.0,2031,6,1.7,2,1972,5230,1,1,0,1,Metal,Radiant,1,Urban,Good,1,25.7,8,53
6941,814700.0,4588,1,3.7,2,2010,10464,1,1,0,0,Flat,ForcedAir,1,Suburban,Good,0,16.4,3,15
6942,713600.0,3511,6,3.0,1,1961,17565,1,2,0,1,Tile,ForcedAir,1,Urban,Very Good,0,10.7,4,64
6943,321200.0,1221,4,2.1,1,1966,6974,2,1,0,0,Shingle,HeatPump,0,Suburban,Fair,1,17.7,3,59
6944,581500.0,2573,6,2.2,1,2004,4582,1,0,0,1,Tile,HeatPump,0,Suburban,Poor,0,13.5,2,21
6945,856700.0,4368,6,3.1,0,1970,17937,2,2,1,0,Metal,ForcedAir,1,Suburban,Poor,0,10.9,4,55
6946,492700.0,1746,5,1.4,0,2003,8639,1,0,0,1,Flat,HeatPump,1,Urban,Fair,1,25.9,9,22
6947,474500.0,1986,3,3.7,1,1996,12282,1,1,0,0,Metal,Baseboard,1,Suburban,Excellent,0,2.5,3,29
6948,573200.0,2634,6,1.0,1,1990,14572,2,1,0,1,Shingle,Radiant,0,Suburban,Very Good,0,17.9,2,35
6949,493300.0,2364,2,3.9,2,1964,7275,1,2,0,1,Metal,Baseboard,0,Rural,Excellent,0,22.1,5,61
6950,612100.0,2747,2,1.5,2,2008,18825,2,1,0,1,Metal,ForcedAir,1,Urban,Excellent,0,3.4,10,17
6951,442600.0,2108,5,3.2,2,1964,18510,1,1,0,0,Flat,Radiant,1,Rural,Good,0,16.1,4,61
6952,781400.0,3786,6,1.1,1,1978,7904,1,2,0,1,Tile,Radiant,0,Urban,Good,1,17.7,7,47
6953,379300.0,1186,6,2.3,2,1960,15633,2,2,0,0,Shingle,HeatPump,1,Suburban,Fair,0,16.8,9,65
6954,474300.0,1961,5,2.9,3,1978,6609,1,0,0,0,Metal,Radiant,0,Urban,Fair,0,29.2,6,47
6955,820900.0,4058,4,1.2,0,2005,17571,1,1,0,1,Shingle,ForcedAir,1,Suburban,Very Good,0,18.7,6,20
6956,867500.0,4733,1,2.3,2,2002,17532,1,2,0,0,Metal,HeatPump,1,Rural,Very Good,0,22.6,1,23
6957,598000.0,3647,1,1.9,0,1952,11425,1,1,0,1,Flat,ForcedAir,1,Suburban,Poor,0,16.6,1,73
6958,452200.0,2239,3,2.5,2,1962,7982,1,0,0,0,Tile,Radiant,0,Suburban,Fair,0,23.7,7,63
6959,866200.0,4242,2,2.5,0,1987,6771,2,2,0,1,Shingle,Radiant,1,Urban,Good,1,29.3,10,38
6960,376300.0,855,4,3.4,1,2019,2530,2,2,1,1,Flat,HeatPump,0,Urban,Good,0,21.4,8,6
6961,772200.0,4124,2,1.4,3,1960,14335,2,1,0,0,Flat,Radiant,1,Urban,Good,1,9.5,5,65
6962,264800.0,905,4,1.2,0,1972,14934,3,1,0,1,Tile,Baseboard,1,Suburban,Very Good,0,25.9,2,53
6963,838500.0,4001,5,2.2,2,2022,17453,2,2,0,1,Shingle,HeatPump,1,Urban,Good,0,8.3,8,3
6964,377600.0,1469,3,3.7,1,2005,7002,3,2,0,0,Flat,Radiant,1,Rural,Good,0,24.4,6,20
6965,429700.0,1542,5,3.6,3,1966,5167,1,0,0,1,Tile,Baseboard,1,Rural,Very Good,0,28.2,3,59
6966,378200.0,1766,2,2.7,1,1958,9427,1,2,0,0,Shingle,Radiant,1,Suburban,Good,0,12.0,2,67
6967,361500.0,1107,3,3.7,1,1977,14677,1,2,0,0,Shingle,ForcedAir,1,Suburban,Poor,1,27.9,7,48
6968,619700.0,2938,6,3.4,0,1968,7050,1,1,0,1,Metal,Radiant,1,Urban,Good,0,10.0,3,57
6969,827800.0,4264,4,1.8,3,1953,16634,3,2,0,1,Metal,Radiant,1,Rural,Fair,1,19.2,10,72
6970,301400.0,909,4,1.5,1,1996,3640,2,1,0,1,Metal,Radiant,0,Urban,Good,0,28.8,10,29
6971,870900.0,4432,3,1.9,2,1996,8381,2,2,0,0,Metal,HeatPump,1,Suburban,Poor,0,28.1,9,29
6972,519900.0,2715,5,1.7,1,1980,5002,1,2,0,1,Shingle,HeatPump,1,Urban,Good,0,2.3,2,45
6973,391900.0,1356,3,2.9,2,1954,10140,2,2,1,0,Flat,Baseboard,1,Rural,Good,0,26.2,4,71
6974,318900.0,904,5,2.8,1,1982,3979,1,0,0,1,Metal,Radiant,1,Suburban,Good,0,3.7,3,43
6975,580700.0,2847,3,2.8,3,1997,18692,2,0,0,1,Shingle,HeatPump,1,Urban,Very Good,0,2.7,1,28
6976,306200.0,945,5,1.6,3,1981,7711,2,0,0,1,Shingle,HeatPump,1,Suburban,Fair,0,25.5,7,44
6977,774900.0,3563,1,3.4,3,2008,11324,1,0,0,0,Tile,Radiant,1,Urban,Very Good,1,6.2,4,17
6978,397200.0,1673,3,2.3,0,2013,13817,1,2,0,0,Shingle,Baseboard,1,Suburban,Good,0,14.2,3,12
6979,361400.0,1098,5,2.4,1,1996,8253,2,0,0,1,Tile,ForcedAir,1,Urban,Poor,1,22.7,8,29
6980,823000.0,4038,6,4.0,3,1958,14890,2,1,1,1,Shingle,ForcedAir,1,Urban,Poor,0,19.1,6,67
6981,411100.0,1445,2,1.8,2,1984,9407,2,0,0,1,Metal,Radiant,0,Suburban,Very Good,1,2.9,10,41
6982,715600.0,3878,2,2.2,2,1996,4579,1,2,0,1,Metal,HeatPump,1,Urban,Very Good,0,21.8,4,29
6983,661700.0,3311,3,3.0,1,1966,17069,2,1,0,1,Flat,ForcedAir,1,Suburban,Very Good,0,18.3,5,59
6984,380800.0,1583,3,3.6,3,1950,7904,1,2,0,1,Shingle,Baseboard,0,Urban,Good,0,19.3,10,75
6985,375000.0,1170,4,1.4,0,2004,11587,1,2,1,1,Tile,Radiant,1,Urban,Very Good,1,23.4,6,21
6986,400700.0,1286,5,3.2,3,1960,13224,1,2,0,0,Flat,Radiant,1,Urban,Very Good,1,11.4,7,65
6987,586700.0,2837,3,3.8,1,1982,5243,1,2,0,1,Flat,ForcedAir,1,Rural,Good,0,23.1,2,43
6988,820900.0,3996,2,2.3,0,2019,17631,1,2,0,1,Metal,HeatPump,1,Suburban,Good,0,7.1,10,6
6989,489200.0,2160,2,1.9,2,2005,12809,1,2,0,1,Flat,Radiant,1,Urban,Poor,0,21.7,7,20
6990,615800.0,3061,2,3.0,3,2013,9761,1,1,0,0,Tile,ForcedAir,0,Urban,Good,1,20.6,1,12
6991,761100.0,3421,5,1.7,3,2007,8281,1,1,0,1,Shingle,Baseboard,1,Urban,Good,1,18.7,5,18
6992,383900.0,1756,1,2.2,2,1969,12362,1,1,0,0,Tile,HeatPump,1,Suburban,Good,0,20.8,3,56
6993,323700.0,1180,3,3.7,1,1967,19901,2,2,0,1,Tile,Radiant,1,Rural,Fair,0,11.8,4,58
6994,784700.0,4449,1,2.8,0,1994,14816,3,0,1,0,Shingle,Radiant,0,Suburban,Fair,0,7.8,5,31
6995,344500.0,1038,5,1.3,2,1992,4345,2,1,0,1,Tile,Baseboard,1,Suburban,Good,0,2.8,8,33
6996,449900.0,1905,6,2.0,0,1969,2571,3,0,0,0,Tile,Radiant,1,Rural,Good,1,25.4,1,56
6997,562000.0,2186,3,2.9,1,2006,4339,2,0,0,1,Metal,HeatPump,1,Urban,Very Good,1,23.3,8,19
6998,648100.0,3352,4,2.4,0,1976,16813,1,2,0,0,Metal,HeatPump,1,Suburban,Poor,1,16.5,1,49
6999,660400.0,3049,3,3.0,0,1967,12774,2,2,1,1,Tile,Radiant,1,Urban,Very Good,0,23.5,3,58
7000,483100.0,2327,3,3.3,3,1966,7364,2,1,0,1,Flat,ForcedAir,1,Urban,Fair,0,23.2,8,59
7001,585300.0,2467,3,2.4,2,2009,11730,2,1,1,1,Flat,ForcedAir,1,Suburban,Fair,1,21.9,5,16
7002,889300.0,4932,3,4.0,0,1954,5704,2,1,0,1,Flat,Radiant,0,Urban,Good,1,28.4,1,71
7003,744000.0,3491,6,3.7,0,1955,9746,2,1,0,1,Flat,ForcedAir,0,Urban,Excellent,1,27.9,9,70
7004,818500.0,4472,3,1.2,2,1964,4221,1,2,0,1,Shingle,ForcedAir,1,Urban,Excellent,0,13.5,5,61
7005,689400.0,2796,5,1.8,2,1988,11810,1,2,0,1,Shingle,HeatPump,1,Suburban,Very Good,1,9.8,10,37
7006,483700.0,2225,3,1.9,1,1988,3457,2,0,0,1,Metal,Radiant,1,Urban,Good,0,28.2,4,37
7007,745900.0,3612,6,1.6,2,1970,13647,3,0,0,0,Flat,HeatPump,1,Urban,Very Good,0,27.9,4,55
7008,811800.0,4047,5,1.9,0,1962,18097,1,2,1,1,Metal,ForcedAir,1,Rural,Excellent,0,25.7,9,63
7009,616800.0,3392,3,2.3,3,1978,3019,1,1,0,1,Metal,ForcedAir,1,Rural,Very Good,0,29.0,2,47
7010,513900.0,2290,3,1.2,1,1954,15364,1,2,0,1,Metal,Radiant,0,Rural,Very Good,0,10.4,10,71
7011,518300.0,2024,5,1.4,2,2016,11460,2,2,0,1,Tile,ForcedAir,1,Urban,Very Good,0,25.9,7,9
7012,649700.0,3387,3,1.3,2,1970,4848,2,1,0,1,Shingle,ForcedAir,1,Rural,Fair,1,2.0,3,55
7013,767200.0,3864,6,1.1,2,1958,14021,2,2,1,1,Shingle,ForcedAir,0,Suburban,Good,0,9.5,6,67
7014,473400.0,1632,2,2.4,1,2016,19945,2,2,0,1,Shingle,ForcedAir,1,Urban,Excellent,0,13.5,5,9
7015,739700.0,3240,3,2.0,1,1993,14607,1,0,0,1,Flat,ForcedAir,1,Suburban,Excellent,1,23.6,9,32
7016,558500.0,2446,4,3.8,2,2011,7897,3,0,0,1,Flat,ForcedAir,0,Urban,Fair,0,11.2,9,14
7017,374000.0,1240,5,1.3,1,2016,16848,3,0,0,0,Flat,Radiant,1,Suburban,Good,1,1.0,4,9
7018,569600.0,2329,6,3.8,3,2011,11243,2,0,0,0,Tile,Radiant,1,Rural,Very Good,0,22.7,4,14
7019,788900.0,3765,3,1.3,0,2011,12478,1,1,1,1,Flat,ForcedAir,1,Urban,Good,0,17.6,10,14
7020,667900.0,3167,3,2.9,3,2009,11913,1,2,1,1,Flat,Baseboard,1,Suburban,Good,0,25.9,2,16
7021,811900.0,4086,5,1.7,0,1998,7157,1,2,0,0,Flat,Radiant,1,Suburban,Good,0,8.6,4,27
7022,535500.0,2104,1,3.5,1,1988,19203,1,0,0,1,Metal,HeatPump,1,Suburban,Good,1,6.1,3,37
7023,774700.0,3834,6,1.2,2,1990,9989,1,2,0,1,Shingle,ForcedAir,1,Suburban,Very Good,0,14.5,1,35
7024,874300.0,4488,6,3.9,1,1999,10593,1,2,0,1,Tile,ForcedAir,0,Rural,Fair,0,14.1,1,26
7025,900100.0,4773,2,1.1,3,1966,19482,2,0,0,1,Flat,Baseboard,1,Urban,Very Good,0,10.8,9,59
7026,480400.0,1985,2,1.7,3,2002,8766,3,1,0,1,Metal,HeatPump,1,Suburban,Fair,0,25.1,7,23
7027,789300.0,4062,3,2.4,1,2004,7275,1,2,0,1,Shingle,Baseboard,0,Urban,Very Good,0,17.4,3,21
7028,660500.0,2907,5,3.3,2,2005,16889,2,1,0,1,Metal,Radiant,0,Urban,Fair,0,23.8,10,20
7029,559900.0,2640,4,3.9,2,1950,11261,1,2,1,0,Shingle,Baseboard,1,Urban,Very Good,0,8.1,3,75
7030,685400.0,3547,3,2.3,0,2014,10936,2,2,0,1,Shingle,Baseboard,1,Suburban,Fair,0,16.4,4,11
7031,754200.0,3933,2,3.3,3,2013,18126,1,0,0,1,Tile,HeatPump,0,Suburban,Good,0,25.1,6,12
7032,822500.0,4220,3,3.2,0,2001,11710,1,2,0,1,Shingle,Baseboard,1,Suburban,Excellent,0,19.8,4,24
7033,585300.0,2265,5,2.7,1,1964,18642,1,0,0,0,Shingle,Radiant,1,Suburban,Very Good,0,28.8,10,61
7034,848900.0,4909,6,3.1,0,1951,4897,2,0,0,1,Shingle,ForcedAir,1,Urban,Poor,0,26.7,2,74
7035,663200.0,3011,6,1.1,2,1961,5068,1,1,0,1,Tile,ForcedAir,1,Suburban,Excellent,1,12.7,5,64
7036,793000.0,3604,6,2.3,3,1994,4561,2,1,0,1,Flat,ForcedAir,1,Suburban,Very Good,0,16.6,10,31
7037,596100.0,2343,6,3.4,2,2006,2939,1,0,0,1,Flat,Radiant,1,Urban,Very Good,0,26.8,7,19
7038,583900.0,2489,4,2.4,0,1991,18729,3,2,0,1,Tile,Baseboard,1,Urban,Very Good,0,11.2,5,34
7039,456100.0,2371,1,3.6,1,1951,12207,3,2,0,0,Metal,Radiant,1,Rural,Good,0,11.9,5,74
7040,831700.0,4079,4,3.5,0,2011,18884,2,2,0,1,Flat,Radiant,1,Suburban,Fair,0,16.4,6,14
7041,833300.0,4341,3,3.6,2,1983,4340,2,0,0,0,Shingle,ForcedAir,1,Urban,Very Good,0,15.3,9,42
7042,759100.0,3823,2,1.4,3,1966,18330,2,2,0,1,Metal,ForcedAir,1,Rural,Poor,1,15.1,9,59
7043,468800.0,1618,5,1.7,0,1990,5356,2,2,0,1,Metal,ForcedAir,1,Suburban,Good,0,24.9,7,35
7044,479800.0,1924,3,1.1,3,2020,18588,3,2,0,1,Metal,ForcedAir,1,Urban,Very Good,0,13.0,2,5
7045,496100.0,1929,1,3.9,3,2014,9295,3,1,0,0,Flat,ForcedAir,1,Suburban,Good,0,1.5,3,11
7046,504300.0,2502,5,1.7,0,1964,17029,2,2,0,1,Metal,ForcedAir,0,Suburban,Good,0,28.3,4,61
7047,572500.0,2801,5,2.1,2,1987,18612,1,1,0,0,Flat,ForcedAir,1,Urban,Good,1,3.6,2,38
7048,944100.0,4678,5,1.8,1,2022,9022,2,1,1,1,Metal,ForcedAir,1,Suburban,Very Good,0,6.9,3,3
7049,615600.0,2606,3,1.1,2,2014,19422,2,0,0,0,Tile,Baseboard,1,Urban,Very Good,1,5.7,8,11
7050,672600.0,3747,1,1.8,0,1958,4684,2,2,1,0,Flat,ForcedAir,1,Suburban,Fair,1,18.0,4,67
7051,772600.0,4009,3,1.3,3,1991,9303,2,2,1,1,Flat,HeatPump,0,Suburban,Good,0,3.8,2,34
7052,679900.0,2952,5,2.2,2,2015,16795,1,2,0,1,Tile,Baseboard,0,Suburban,Good,1,26.3,6,10
7053,418300.0,1344,5,3.9,1,2000,18990,1,2,0,1,Tile,HeatPump,1,Suburban,Fair,0,4.6,3,25
7054,622300.0,3201,2,3.1,3,1968,2603,1,2,0,1,Tile,HeatPump,1,Suburban,Excellent,0,18.8,2,57
7055,649800.0,3164,4,3.1,1,1980,18209,2,2,0,0,Shingle,Baseboard,1,Suburban,Excellent,0,9.7,3,45
7056,516600.0,2089,3,2.4,3,2015,8114,2,2,0,0,Flat,Radiant,1,Urban,Good,1,22.4,3,10
7057,899300.0,4565,1,3.4,1,1981,8517,2,2,0,1,Shingle,ForcedAir,1,Suburban,Excellent,0,1.9,9,44
7058,543700.0,2675,5,3.7,1,1957,5877,2,2,0,1,Tile,Baseboard,0,Urban,Very Good,0,17.0,4,68
7059,439100.0,1582,3,3.9,0,2018,2232,3,2,1,0,Tile,HeatPump,1,Suburban,Fair,0,20.0,4,7
7060,357600.0,1339,4,1.3,0,1981,14904,1,1,0,1,Flat,Baseboard,1,Urban,Good,0,12.0,8,44
7061,730100.0,3582,3,3.6,3,1996,17884,2,1,0,0,Shingle,Radiant,1,Urban,Fair,0,6.5,8,29
7062,710900.0,3468,4,1.7,0,2019,9843,1,1,0,0,Metal,HeatPump,0,Rural,Fair,1,1.5,3,6
7063,780000.0,4737,3,2.2,0,1957,6398,2,1,0,1,Metal,Radiant,1,Urban,Good,0,4.4,2,68
7064,664000.0,3756,2,2.0,1,1983,15399,2,0,1,0,Flat,Radiant,1,Suburban,Poor,0,11.9,4,42
7065,839100.0,4522,3,3.0,3,1953,15156,1,0,0,1,Metal,ForcedAir,1,Urban,Fair,0,10.7,9,72
7066,932100.0,4667,6,2.8,1,1985,19919,2,2,1,1,Shingle,Baseboard,1,Suburban,Fair,0,28.0,9,40
7067,487800.0,2633,2,1.3,0,1993,4341,1,2,0,0,Shingle,Radiant,1,Suburban,Fair,0,5.0,2,32
7068,608300.0,2946,4,3.3,0,1974,3652,2,2,1,1,Flat,Radiant,1,Suburban,Poor,0,2.9,7,51
7069,610500.0,2970,5,2.3,2,1975,6461,2,2,0,1,Flat,HeatPump,1,Rural,Poor,0,4.6,2,50
7070,802700.0,4191,5,1.0,1,1982,9855,2,0,0,1,Metal,Baseboard,1,Urban,Good,0,6.6,2,43
7071,495500.0,2416,3,2.2,0,1958,18066,1,0,0,1,Metal,Baseboard,1,Suburban,Excellent,0,18.2,1,67
7072,429900.0,1716,1,2.5,3,1996,15589,1,2,0,1,Shingle,Radiant,1,Suburban,Poor,1,10.6,7,29
7073,747300.0,3556,3,1.2,3,2021,16269,1,0,1,1,Metal,Radiant,1,Suburban,Very Good,0,14.0,5,4
7074,521300.0,2736,2,1.5,0,1966,18470,2,2,0,1,Shingle,Radiant,1,Suburban,Excellent,0,7.1,2,59
7075,897800.0,4842,2,4.0,0,1964,9168,1,1,0,0,Shingle,Baseboard,0,Suburban,Good,1,24.8,9,61
7076,765500.0,3891,4,3.6,0,1991,11429,3,0,0,0,Metal,Radiant,1,Suburban,Fair,1,1.5,5,34
7077,455300.0,1768,3,1.4,3,2003,17311,1,1,0,0,Shingle,Baseboard,1,Suburban,Good,0,11.5,8,22
7078,792400.0,4164,4,2.7,0,1962,8263,1,2,0,0,Tile,ForcedAir,0,Rural,Very Good,0,12.2,8,63
7079,763000.0,4003,1,2.1,1,1999,6905,1,0,0,1,Shingle,Radiant,1,Suburban,Good,0,22.4,9,26
7080,444300.0,1689,5,2.6,2,1993,16957,1,1,1,0,Flat,Radiant,1,Urban,Good,0,22.1,3,32
7081,432700.0,1592,5,2.4,2,1952,17548,3,1,1,0,Shingle,Radiant,1,Suburban,Fair,1,28.8,3,73
7082,815100.0,4258,3,1.1,2,2002,6479,3,0,0,1,Tile,HeatPump,1,Suburban,Excellent,0,21.7,1,23
7083,453600.0,1781,4,1.9,1,2005,15884,1,2,0,1,Metal,Radiant,1,Urban,Good,0,26.4,2,20
7084,792700.0,4331,4,1.4,0,2003,10841,2,0,0,1,Flat,ForcedAir,0,Suburban,Poor,0,17.0,2,22
7085,809600.0,4329,1,2.5,2,2006,12787,1,0,0,1,Shingle,Baseboard,1,Suburban,Fair,1,13.3,1,19
7086,453500.0,1601,4,3.7,3,1961,17847,1,0,1,1,Tile,Baseboard,1,Suburban,Good,1,23.3,4,64
7087,335400.0,842,6,4.0,0,2008,12511,1,0,0,0,Shingle,HeatPump,1,Suburban,Very Good,0,15.1,3,17
7088,912400.0,4149,6,3.8,3,2014,15589,3,1,0,0,Shingle,Radiant,1,Urban,Very Good,1,21.8,6,11
7089,581900.0,2577,2,4.0,2,1986,10703,2,2,0,1,Shingle,Radiant,1,Suburban,Fair,1,10.1,7,39
7090,794800.0,4001,6,1.0,1,1969,7167,2,2,0,1,Shingle,Radiant,0,Suburban,Poor,1,22.3,7,56
7091,413300.0,1149,6,3.2,2,2021,5721,1,1,0,1,Shingle,Radiant,1,Urban,Fair,0,16.0,8,4
7092,474300.0,2367,2,1.8,2,1986,14242,2,0,0,1,Flat,Radiant,0,Urban,Fair,0,6.8,6,39
7093,490700.0,1929,6,3.6,0,1980,9660,3,0,0,0,Shingle,HeatPump,1,Urban,Good,0,21.7,10,45
7094,708200.0,3759,6,3.4,0,1974,8134,2,1,0,0,Flat,Radiant,1,Rural,Very Good,0,9.8,1,51
7095,883500.0,4587,2,2.3,2,1999,15197,3,2,0,1,Flat,Radiant,1,Urban,Good,0,5.1,8,26
7096,563700.0,2580,3,2.4,1,1998,11355,1,1,0,0,Shingle,Baseboard,1,Urban,Excellent,0,27.8,3,27
7097,342600.0,1383,2,1.8,3,1957,9404,2,1,0,1,Flat,Radiant,0,Suburban,Very Good,0,24.2,9,68
7098,852800.0,4177,2,1.9,3,1984,6181,1,1,0,1,Tile,HeatPump,0,Suburban,Excellent,1,3.9,4,41
7099,804900.0,4201,6,3.9,1,1962,8536,1,0,0,0,Tile,Baseboard,1,Rural,Fair,0,2.6,4,63
7100,794400.0,3985,5,3.7,0,1970,18876,1,0,0,1,Shingle,ForcedAir,1,Rural,Good,0,26.7,4,55
7101,688800.0,2994,6,1.6,2,2022,14530,2,0,0,0,Shingle,ForcedAir,1,Suburban,Good,0,6.8,9,3
7102,532400.0,1962,3,1.8,2,1973,10471,2,2,1,0,Flat,Radiant,1,Suburban,Good,1,25.2,10,52
7103,348400.0,1098,2,1.3,2,1997,13503,1,0,1,1,Shingle,Baseboard,1,Urban,Good,0,13.5,6,28
7104,771700.0,4147,1,4.0,3,1982,18985,2,0,0,0,Flat,Baseboard,1,Rural,Poor,0,15.9,4,43
7105,575300.0,2739,2,3.7,1,1950,14589,1,0,0,1,Metal,HeatPump,1,Urban,Very Good,1,6.2,4,75
